Pesel,Przedmiot,Wynik,Data_matury
96112953396,Matematyka,61,2027-05-3
92062273526,Jezyk polski,74,2027-05-1
92062273526,Jezyk angielski,71,2027-05-2
92062273526,Matematyka,90,2027-05-3
97070227097,Jezyk polski,83,2027-05-1
97070227097,Jezyk angielski,47,2027-05-2
97070227097,Matematyka,79,2027-05-3
91110810339,Jezyk polski,93,2027-05-1
91110810339,Jezyk angielski,72,2027-05-2
91110810339,Matematyka,58,2027-05-3
92082023697,Jezyk polski,81,2027-05-1
92082023697,Jezyk angielski,13,2027-05-2
92082023697,Matematyka,79,2027-05-3
98101442797,Jezyk polski,78,2027-05-1
98101442797,Jezyk angielski,92,2027-05-2
98101442797,Matematyka,95,2027-05-3
95110966656,Jezyk polski,71,2027-05-1
95110966656,Jezyk angielski,76,2027-05-2
95110966656,Matematyka,85,2027-05-3
90010683810,Jezyk polski,83,2027-05-1
90010683810,Jezyk angielski,98,2027-05-2
90010683810,Matematyka,70,2027-05-3
94051365397,Jezyk polski,97,2027-05-1
94051365397,Jezyk angielski,72,2027-05-2
94051365397,Matematyka,63,2027-05-3
91020518068,Jezyk polski,93,2027-05-1
91020518068,Jezyk angielski,57,2027-05-2
91020518068,Matematyka,87,2027-05-3
95012087945,Jezyk polski,92,2027-05-1
95012087945,Jezyk angielski,86,2027-05-2
95012087945,Matematyka,96,2027-05-3
90051554351,Jezyk polski,50,2027-05-1
90051554351,Jezyk angielski,85,2027-05-2
90051554351,Matematyka,71,2027-05-3
97122464102,Jezyk polski,33,2027-05-1
97122464102,Jezyk angielski,88,2027-05-2
97122464102,Matematyka,68,2027-05-3
95100708693,Jezyk polski,92,2027-05-1
95100708693,Jezyk angielski,88,2027-05-2
95100708693,Matematyka,93,2027-05-3
91091798574,Jezyk polski,87,2027-05-1
91091798574,Jezyk angielski,96,2027-05-2
91091798574,Matematyka,50,2027-05-3
93091995586,Jezyk polski,79,2027-05-1
93091995586,Jezyk angielski,80,2027-05-2
93091995586,Matematyka,97,2027-05-3
96050632865,Jezyk polski,70,2027-05-1
96050632865,Jezyk angielski,68,2027-05-2
96050632865,Matematyka,55,2027-05-3
93110577818,Jezyk polski,75,2027-05-1
93110577818,Jezyk angielski,97,2027-05-2
93110577818,Matematyka,88,2027-05-3
99072011188,Jezyk polski,71,2027-05-1
99072011188,Jezyk angielski,74,2027-05-2
99072011188,Matematyka,72,2027-05-3
94121103737,Jezyk polski,99,2027-05-1
94121103737,Jezyk angielski,52,2027-05-2
94121103737,Matematyka,78,2027-05-3
99061189894,Jezyk polski,83,2027-05-1
99061189894,Jezyk angielski,31,2027-05-2
99061189894,Matematyka,98,2027-05-3
91100220650,Jezyk polski,100,2027-05-1
91100220650,Jezyk angielski,75,2027-05-2
91100220650,Matematyka,100,2027-05-3
90012848372,Jezyk polski,99,2027-05-1
90012848372,Jezyk angielski,94,2027-05-2
90012848372,Matematyka,79,2027-05-3
95111479540,Jezyk polski,88,2027-05-1
95111479540,Jezyk angielski,95,2027-05-2
95111479540,Matematyka,56,2027-05-3
95122806728,Jezyk polski,76,2027-05-1
95122806728,Jezyk angielski,96,2027-05-2
95122806728,Matematyka,96,2027-05-3
99112512501,Jezyk polski,80,2027-05-1
99112512501,Jezyk angielski,96,2027-05-2
99112512501,Matematyka,76,2027-05-3
93061470112,Jezyk polski,89,2027-05-1
93061470112,Jezyk angielski,34,2027-05-2
93061470112,Matematyka,73,2027-05-3
91042081388,Jezyk polski,94,2027-05-1
91042081388,Jezyk angielski,12,2027-05-2
91042081388,Matematyka,90,2027-05-3
96101330210,Jezyk polski,60,2027-05-1
96101330210,Jezyk angielski,76,2027-05-2
96101330210,Matematyka,78,2027-05-3
95032920952,Jezyk polski,100,2027-05-1
95032920952,Jezyk angielski,100,2027-05-2
95032920952,Matematyka,68,2027-05-3
92040260780,Jezyk polski,43,2027-05-1
92040260780,Jezyk angielski,88,2027-05-2
92040260780,Matematyka,97,2027-05-3
99031849799,Jezyk polski,88,2027-05-1
99031849799,Jezyk angielski,44,2027-05-2
99031849799,Matematyka,76,2027-05-3
95052023121,Jezyk polski,77,2027-05-1
95052023121,Jezyk angielski,73,2027-05-2
95052023121,Matematyka,45,2027-05-3
95081479032,Jezyk polski,64,2027-05-1
95081479032,Jezyk angielski,87,2027-05-2
95081479032,Matematyka,56,2027-05-3
94070512938,Jezyk polski,80,2027-05-1
94070512938,Jezyk angielski,52,2027-05-2
94070512938,Matematyka,82,2027-05-3
91121423696,Jezyk polski,53,2027-05-1
91121423696,Jezyk angielski,71,2027-05-2
91121423696,Matematyka,72,2027-05-3
98122214063,Jezyk polski,75,2027-05-1
98122214063,Jezyk angielski,76,2027-05-2
98122214063,Matematyka,95,2027-05-3
95090536074,Jezyk polski,23,2027-05-1
95090536074,Jezyk angielski,73,2027-05-2
95090536074,Matematyka,82,2027-05-3
91120122114,Jezyk polski,98,2027-05-1
91120122114,Jezyk angielski,83,2027-05-2
91120122114,Matematyka,73,2027-05-3
95051768586,Jezyk polski,39,2027-05-1
95051768586,Jezyk angielski,75,2027-05-2
95051768586,Matematyka,35,2027-05-3
90032098793,Jezyk polski,95,2027-05-1
90032098793,Jezyk angielski,36,2027-05-2
90032098793,Matematyka,93,2027-05-3
95051515843,Jezyk polski,90,2027-05-1
95051515843,Jezyk angielski,86,2027-05-2
95051515843,Matematyka,70,2027-05-3
98041852706,Jezyk polski,95,2027-05-1
98041852706,Jezyk angielski,72,2027-05-2
98041852706,Matematyka,88,2027-05-3
95042407140,Jezyk polski,85,2027-05-1
95042407140,Jezyk angielski,100,2027-05-2
95042407140,Matematyka,77,2027-05-3
99072295395,Jezyk polski,73,2027-05-1
99072295395,Jezyk angielski,38,2027-05-2
99072295395,Matematyka,78,2027-05-3
93120401594,Jezyk polski,76,2027-05-1
93120401594,Jezyk angielski,78,2027-05-2
93120401594,Matematyka,71,2027-05-3
91010881055,Jezyk polski,81,2027-05-1
91010881055,Jezyk angielski,73,2027-05-2
91010881055,Matematyka,89,2027-05-3
96081758897,Jezyk polski,78,2027-05-1
96081758897,Jezyk angielski,79,2027-05-2
96081758897,Matematyka,80,2027-05-3
90110740976,Jezyk polski,95,2027-05-1
90110740976,Jezyk angielski,37,2027-05-2
90110740976,Matematyka,73,2027-05-3
99042753577,Jezyk polski,94,2027-05-1
99042753577,Jezyk angielski,40,2027-05-2
99042753577,Matematyka,73,2027-05-3
98062556021,Jezyk polski,40,2027-05-1
98062556021,Jezyk angielski,29,2027-05-2
98062556021,Matematyka,84,2027-05-3
97022387415,Jezyk polski,43,2027-05-1
97022387415,Jezyk angielski,77,2027-05-2
97022387415,Matematyka,84,2027-05-3
99062175346,Jezyk polski,58,2027-05-1
99062175346,Jezyk angielski,100,2027-05-2
99062175346,Matematyka,39,2027-05-3
93040536297,Jezyk polski,85,2027-05-1
93040536297,Jezyk angielski,100,2027-05-2
93040536297,Matematyka,72,2027-05-3
90041557742,Jezyk polski,93,2027-05-1
90041557742,Jezyk angielski,71,2027-05-2
90041557742,Matematyka,75,2027-05-3
92092107341,Jezyk polski,49,2027-05-1
92092107341,Jezyk angielski,75,2027-05-2
92092107341,Matematyka,81,2027-05-3
90030774855,Jezyk polski,84,2027-05-1
90030774855,Jezyk angielski,86,2027-05-2
90030774855,Matematyka,81,2027-05-3
93030353424,Jezyk polski,70,2027-05-1
93030353424,Jezyk angielski,86,2027-05-2
93030353424,Matematyka,85,2027-05-3
96123034398,Jezyk polski,25,2027-05-1
96123034398,Jezyk angielski,79,2027-05-2
96123034398,Matematyka,94,2027-05-3
96072456519,Jezyk polski,88,2027-05-1
96072456519,Jezyk angielski,75,2027-05-2
96072456519,Matematyka,43,2027-05-3
95070681970,Jezyk polski,86,2027-05-1
95070681970,Jezyk angielski,82,2027-05-2
95070681970,Matematyka,10,2027-05-3
95071155078,Jezyk polski,74,2027-05-1
95071155078,Jezyk angielski,61,2027-05-2
95071155078,Matematyka,88,2027-05-3
91030171789,Jezyk polski,58,2027-05-1
91030171789,Jezyk angielski,91,2027-05-2
91030171789,Matematyka,99,2027-05-3
90032543262,Jezyk polski,82,2027-05-1
90032543262,Jezyk angielski,82,2027-05-2
90032543262,Matematyka,72,2027-05-3
92030182728,Jezyk polski,50,2027-05-1
92030182728,Jezyk angielski,86,2027-05-2
92030182728,Matematyka,70,2027-05-3
94072603900,Jezyk polski,79,2027-05-1
94072603900,Jezyk angielski,88,2027-05-2
94072603900,Matematyka,100,2027-05-3
97102148466,Jezyk polski,50,2027-05-1
97102148466,Jezyk angielski,70,2027-05-2
97102148466,Matematyka,92,2027-05-3
92052013141,Jezyk polski,75,2027-05-1
92052013141,Jezyk angielski,33,2027-05-2
92052013141,Matematyka,71,2027-05-3
93120884063,Jezyk polski,84,2027-05-1
93120884063,Jezyk angielski,84,2027-05-2
93120884063,Matematyka,75,2027-05-3
97121740593,Jezyk polski,77,2027-05-1
97121740593,Jezyk angielski,78,2027-05-2
97121740593,Matematyka,36,2027-05-3
91040646576,Jezyk polski,75,2027-05-1
91040646576,Jezyk angielski,81,2027-05-2
91040646576,Matematyka,88,2027-05-3
94051699964,Jezyk polski,37,2027-05-1
94051699964,Jezyk angielski,79,2027-05-2
94051699964,Matematyka,76,2027-05-3
91062578259,Jezyk polski,85,2027-05-1
91062578259,Jezyk angielski,74,2027-05-2
91062578259,Matematyka,77,2027-05-3
96070548258,Jezyk polski,72,2027-05-1
96070548258,Jezyk angielski,72,2027-05-2
96070548258,Matematyka,95,2027-05-3
97072192896,Jezyk polski,84,2027-05-1
97072192896,Jezyk angielski,89,2027-05-2
97072192896,Matematyka,88,2027-05-3
96111903774,Jezyk polski,82,2027-05-1
96111903774,Jezyk angielski,70,2027-05-2
96111903774,Matematyka,81,2027-05-3
98061462260,Jezyk polski,57,2027-05-1
98061462260,Jezyk angielski,93,2027-05-2
98061462260,Matematyka,95,2027-05-3
90040149898,Jezyk polski,81,2027-05-1
90040149898,Jezyk angielski,83,2027-05-2
90040149898,Matematyka,46,2027-05-3
98072289467,Jezyk polski,92,2027-05-1
98072289467,Jezyk angielski,72,2027-05-2
98072289467,Matematyka,78,2027-05-3
91021756184,Jezyk polski,47,2027-05-1
91021756184,Jezyk angielski,73,2027-05-2
91021756184,Matematyka,72,2027-05-3
90090134574,Jezyk polski,83,2027-05-1
90090134574,Jezyk angielski,80,2027-05-2
90090134574,Matematyka,47,2027-05-3
91060758358,Jezyk polski,88,2027-05-1
91060758358,Jezyk angielski,76,2027-05-2
91060758358,Matematyka,62,2027-05-3
95050621161,Jezyk polski,82,2027-05-1
95050621161,Jezyk angielski,37,2027-05-2
95050621161,Matematyka,70,2027-05-3
98041537964,Jezyk polski,88,2027-05-1
98041537964,Jezyk angielski,77,2027-05-2
98041537964,Matematyka,70,2027-05-3
98122453716,Jezyk polski,74,2027-05-1
98122453716,Jezyk angielski,70,2027-05-2
98122453716,Matematyka,100,2027-05-3
95121320373,Jezyk polski,90,2027-05-1
95121320373,Jezyk angielski,79,2027-05-2
95121320373,Matematyka,70,2027-05-3
99041880601,Jezyk polski,84,2027-05-1
99041880601,Jezyk angielski,80,2027-05-2
99041880601,Matematyka,76,2027-05-3
93020956770,Jezyk polski,82,2027-05-1
93020956770,Jezyk angielski,75,2027-05-2
93020956770,Matematyka,92,2027-05-3
95020276825,Jezyk polski,83,2027-05-1
95020276825,Jezyk angielski,90,2027-05-2
95020276825,Matematyka,48,2027-05-3
95120430510,Jezyk polski,99,2027-05-1
95120430510,Jezyk angielski,36,2027-05-2
95120430510,Matematyka,87,2027-05-3
91111474356,Jezyk polski,99,2027-05-1
91111474356,Jezyk angielski,71,2027-05-2
91111474356,Matematyka,47,2027-05-3
95050450028,Jezyk polski,100,2027-05-1
95050450028,Jezyk angielski,87,2027-05-2
95050450028,Matematyka,87,2027-05-3
93091002286,Jezyk polski,100,2027-05-1
93091002286,Jezyk angielski,24,2027-05-2
93091002286,Matematyka,81,2027-05-3
95091991319,Jezyk polski,87,2027-05-1
95091991319,Jezyk angielski,93,2027-05-2
95091991319,Matematyka,86,2027-05-3
96112505951,Jezyk polski,49,2027-05-1
96112505951,Jezyk angielski,80,2027-05-2
96112505951,Matematyka,100,2027-05-3
92020523872,Jezyk polski,80,2027-05-1
92020523872,Jezyk angielski,72,2027-05-2
92020523872,Matematyka,89,2027-05-3
99102930427,Jezyk polski,58,2027-05-1
99102930427,Jezyk angielski,86,2027-05-2
99102930427,Matematyka,62,2027-05-3
98082007543,Jezyk polski,82,2027-05-1
98082007543,Jezyk angielski,93,2027-05-2
98082007543,Matematyka,91,2027-05-3
91031866208,Jezyk polski,77,2027-05-1
91031866208,Jezyk angielski,88,2027-05-2
91031866208,Matematyka,87,2027-05-3
98012076508,Jezyk polski,73,2027-05-1
98012076508,Jezyk angielski,70,2027-05-2
98012076508,Matematyka,76,2027-05-3
96102539151,Jezyk polski,89,2027-05-1
96102539151,Jezyk angielski,85,2027-05-2
96102539151,Matematyka,84,2027-05-3
93120918629,Jezyk polski,81,2027-05-1
93120918629,Jezyk angielski,68,2027-05-2
93120918629,Matematyka,15,2027-05-3
92080587283,Jezyk polski,95,2027-05-1
92080587283,Jezyk angielski,84,2027-05-2
92080587283,Matematyka,91,2027-05-3
97072602443,Jezyk polski,50,2027-05-1
97072602443,Jezyk angielski,86,2027-05-2
97072602443,Matematyka,84,2027-05-3
97111954166,Jezyk polski,100,2027-05-1
97111954166,Jezyk angielski,41,2027-05-2
97111954166,Matematyka,77,2027-05-3
98120403195,Jezyk polski,92,2027-05-1
98120403195,Jezyk angielski,77,2027-05-2
98120403195,Matematyka,81,2027-05-3
93100845299,Jezyk polski,81,2027-05-1
93100845299,Jezyk angielski,70,2027-05-2
93100845299,Matematyka,86,2027-05-3
92091648586,Jezyk polski,75,2027-05-1
92091648586,Jezyk angielski,99,2027-05-2
92091648586,Matematyka,91,2027-05-3
91060545334,Jezyk polski,55,2027-05-1
91060545334,Jezyk angielski,76,2027-05-2
91060545334,Matematyka,98,2027-05-3
92101677663,Jezyk polski,64,2027-05-1
92101677663,Jezyk angielski,72,2027-05-2
92101677663,Matematyka,73,2027-05-3
90012849625,Jezyk polski,87,2027-05-1
90012849625,Jezyk angielski,33,2027-05-2
90012849625,Matematyka,70,2027-05-3
98010863234,Jezyk polski,75,2027-05-1
98010863234,Jezyk angielski,13,2027-05-2
98010863234,Matematyka,89,2027-05-3
91073168579,Jezyk polski,88,2027-05-1
91073168579,Jezyk angielski,100,2027-05-2
91073168579,Matematyka,93,2027-05-3
99082519755,Jezyk polski,73,2027-05-1
99082519755,Jezyk angielski,89,2027-05-2
99082519755,Matematyka,88,2027-05-3
90110484353,Jezyk polski,78,2027-05-1
90110484353,Jezyk angielski,89,2027-05-2
90110484353,Matematyka,33,2027-05-3
99092814301,Jezyk polski,74,2027-05-1
99092814301,Jezyk angielski,73,2027-05-2
99092814301,Matematyka,97,2027-05-3
91011289623,Jezyk polski,84,2027-05-1
91011289623,Jezyk angielski,21,2027-05-2
91011289623,Matematyka,99,2027-05-3
90041725844,Jezyk polski,36,2027-05-1
90041725844,Jezyk angielski,94,2027-05-2
90041725844,Matematyka,82,2027-05-3
92042334933,Jezyk polski,73,2027-05-1
92042334933,Jezyk angielski,77,2027-05-2
92042334933,Matematyka,95,2027-05-3
98100658883,Jezyk polski,82,2027-05-1
98100658883,Jezyk angielski,96,2027-05-2
98100658883,Matematyka,73,2027-05-3
93032181685,Jezyk polski,80,2027-05-1
93032181685,Jezyk angielski,45,2027-05-2
93032181685,Matematyka,77,2027-05-3
93103104270,Jezyk polski,90,2027-05-1
93103104270,Jezyk angielski,100,2027-05-2
93103104270,Matematyka,87,2027-05-3
99022121923,Jezyk polski,38,2027-05-1
99022121923,Jezyk angielski,59,2027-05-2
99022121923,Matematyka,80,2027-05-3
94020847525,Jezyk polski,32,2027-05-1
94020847525,Jezyk angielski,87,2027-05-2
94020847525,Matematyka,77,2027-05-3
93050209727,Jezyk polski,22,2027-05-1
93050209727,Jezyk angielski,78,2027-05-2
93050209727,Matematyka,96,2027-05-3
92060413258,Jezyk polski,80,2027-05-1
92060413258,Jezyk angielski,78,2027-05-2
92060413258,Matematyka,70,2027-05-3
93062063755,Jezyk polski,98,2027-05-1
93062063755,Jezyk angielski,92,2027-05-2
93062063755,Matematyka,94,2027-05-3
97102710737,Jezyk polski,88,2027-05-1
97102710737,Jezyk angielski,79,2027-05-2
97102710737,Matematyka,70,2027-05-3
91041618707,Jezyk polski,55,2027-05-1
91041618707,Jezyk angielski,33,2027-05-2
91041618707,Matematyka,72,2027-05-3
93092134948,Jezyk polski,100,2027-05-1
93092134948,Jezyk angielski,83,2027-05-2
93092134948,Matematyka,80,2027-05-3
92112612660,Jezyk polski,79,2027-05-1
92112612660,Jezyk angielski,74,2027-05-2
92112612660,Matematyka,20,2027-05-3
99030182291,Jezyk polski,89,2027-05-1
99030182291,Jezyk angielski,89,2027-05-2
99030182291,Matematyka,82,2027-05-3
94021312211,Jezyk polski,95,2027-05-1
94021312211,Jezyk angielski,72,2027-05-2
94021312211,Matematyka,85,2027-05-3
94080445446,Jezyk polski,74,2027-05-1
94080445446,Jezyk angielski,81,2027-05-2
94080445446,Matematyka,83,2027-05-3
92032068651,Jezyk polski,86,2027-05-1
92032068651,Jezyk angielski,89,2027-05-2
92032068651,Matematyka,92,2027-05-3
93120190599,Jezyk polski,88,2027-05-1
93120190599,Jezyk angielski,76,2027-05-2
93120190599,Matematyka,100,2027-05-3
98100919708,Jezyk polski,49,2027-05-1
98100919708,Jezyk angielski,88,2027-05-2
98100919708,Matematyka,97,2027-05-3
99021712221,Jezyk polski,79,2027-05-1
99021712221,Jezyk angielski,96,2027-05-2
99021712221,Matematyka,64,2027-05-3
93062053578,Jezyk polski,99,2027-05-1
93062053578,Jezyk angielski,10,2027-05-2
93062053578,Matematyka,58,2027-05-3
97100489868,Jezyk polski,90,2027-05-1
97100489868,Jezyk angielski,77,2027-05-2
97100489868,Matematyka,26,2027-05-3
97050210385,Jezyk polski,86,2027-05-1
97050210385,Jezyk angielski,93,2027-05-2
97050210385,Matematyka,71,2027-05-3
95040511580,Jezyk polski,87,2027-05-1
95040511580,Jezyk angielski,99,2027-05-2
95040511580,Matematyka,97,2027-05-3
90091822348,Jezyk polski,100,2027-05-1
90091822348,Jezyk angielski,74,2027-05-2
90091822348,Matematyka,76,2027-05-3
98020210617,Jezyk polski,87,2027-05-1
98020210617,Jezyk angielski,54,2027-05-2
98020210617,Matematyka,74,2027-05-3
97041932694,Jezyk polski,97,2027-05-1
97041932694,Jezyk angielski,62,2027-05-2
97041932694,Matematyka,98,2027-05-3
95060134057,Jezyk polski,80,2027-05-1
95060134057,Jezyk angielski,67,2027-05-2
95060134057,Matematyka,99,2027-05-3
97070877384,Jezyk polski,87,2027-05-1
97070877384,Jezyk angielski,79,2027-05-2
97070877384,Matematyka,96,2027-05-3
95033065276,Jezyk polski,72,2027-05-1
95033065276,Jezyk angielski,60,2027-05-2
95033065276,Matematyka,97,2027-05-3
94060188509,Jezyk polski,98,2027-05-1
94060188509,Jezyk angielski,100,2027-05-2
94060188509,Matematyka,78,2027-05-3
92051935983,Jezyk polski,83,2027-05-1
92051935983,Jezyk angielski,88,2027-05-2
92051935983,Matematyka,92,2027-05-3
98050306641,Jezyk polski,83,2027-05-1
98050306641,Jezyk angielski,95,2027-05-2
98050306641,Matematyka,71,2027-05-3
98020370704,Jezyk polski,99,2027-05-1
98020370704,Jezyk angielski,94,2027-05-2
98020370704,Matematyka,58,2027-05-3
94070832539,Jezyk polski,80,2027-05-1
94070832539,Jezyk angielski,85,2027-05-2
94070832539,Matematyka,86,2027-05-3
99081328815,Jezyk polski,77,2027-05-1
99081328815,Jezyk angielski,88,2027-05-2
99081328815,Matematyka,97,2027-05-3
99012526420,Jezyk polski,59,2027-05-1
99012526420,Jezyk angielski,83,2027-05-2
99012526420,Matematyka,38,2027-05-3
96022846946,Jezyk polski,87,2027-05-1
96022846946,Jezyk angielski,77,2027-05-2
96022846946,Matematyka,60,2027-05-3
95062025216,Jezyk polski,71,2027-05-1
95062025216,Jezyk angielski,72,2027-05-2
95062025216,Matematyka,75,2027-05-3
93072373088,Jezyk polski,74,2027-05-1
93072373088,Jezyk angielski,90,2027-05-2
93072373088,Matematyka,91,2027-05-3
92010598792,Jezyk polski,70,2027-05-1
92010598792,Jezyk angielski,95,2027-05-2
92010598792,Matematyka,95,2027-05-3
93080136569,Jezyk polski,74,2027-05-1
93080136569,Jezyk angielski,70,2027-05-2
93080136569,Matematyka,26,2027-05-3
91050890846,Jezyk polski,84,2027-05-1
91050890846,Jezyk angielski,67,2027-05-2
91050890846,Matematyka,87,2027-05-3
90080530324,Jezyk polski,100,2027-05-1
90080530324,Jezyk angielski,99,2027-05-2
90080530324,Matematyka,99,2027-05-3
98111847890,Jezyk polski,61,2027-05-1
98111847890,Jezyk angielski,57,2027-05-2
98111847890,Matematyka,52,2027-05-3
94090574916,Jezyk polski,75,2027-05-1
94090574916,Jezyk angielski,71,2027-05-2
94090574916,Matematyka,87,2027-05-3
99011975072,Jezyk polski,65,2027-05-1
99011975072,Jezyk angielski,80,2027-05-2
99011975072,Matematyka,83,2027-05-3
96101232215,Jezyk polski,95,2027-05-1
96101232215,Jezyk angielski,86,2027-05-2
96101232215,Matematyka,96,2027-05-3
91102104413,Jezyk polski,74,2027-05-1
91102104413,Jezyk angielski,79,2027-05-2
91102104413,Matematyka,95,2027-05-3
91020578271,Jezyk polski,28,2027-05-1
91020578271,Jezyk angielski,80,2027-05-2
91020578271,Matematyka,100,2027-05-3
99102157080,Jezyk polski,78,2027-05-1
99102157080,Jezyk angielski,83,2027-05-2
99102157080,Matematyka,74,2027-05-3
99121755175,Jezyk polski,98,2027-05-1
99121755175,Jezyk angielski,75,2027-05-2
99121755175,Matematyka,72,2027-05-3
95061414136,Jezyk polski,71,2027-05-1
95061414136,Jezyk angielski,82,2027-05-2
95061414136,Matematyka,81,2027-05-3
98012066215,Jezyk polski,80,2027-05-1
98012066215,Jezyk angielski,98,2027-05-2
98012066215,Matematyka,84,2027-05-3
97121407696,Jezyk polski,100,2027-05-1
97121407696,Jezyk angielski,83,2027-05-2
97121407696,Matematyka,63,2027-05-3
95041008113,Jezyk polski,79,2027-05-1
95041008113,Jezyk angielski,94,2027-05-2
95041008113,Matematyka,57,2027-05-3
99091028402,Jezyk polski,84,2027-05-1
99091028402,Jezyk angielski,90,2027-05-2
99091028402,Matematyka,73,2027-05-3
97111655814,Jezyk polski,28,2027-05-1
97111655814,Jezyk angielski,100,2027-05-2
97111655814,Matematyka,95,2027-05-3
90021338406,Jezyk polski,96,2027-05-1
90021338406,Jezyk angielski,64,2027-05-2
90021338406,Matematyka,70,2027-05-3
92080467327,Jezyk polski,75,2027-05-1
92080467327,Jezyk angielski,84,2027-05-2
92080467327,Matematyka,89,2027-05-3
92082666793,Jezyk polski,98,2027-05-1
92082666793,Jezyk angielski,65,2027-05-2
92082666793,Matematyka,89,2027-05-3
92061650052,Jezyk polski,70,2027-05-1
92061650052,Jezyk angielski,80,2027-05-2
92061650052,Matematyka,82,2027-05-3
98123033087,Jezyk polski,91,2027-05-1
98123033087,Jezyk angielski,70,2027-05-2
98123033087,Matematyka,100,2027-05-3
95091584960,Jezyk polski,82,2027-05-1
95091584960,Jezyk angielski,79,2027-05-2
95091584960,Matematyka,92,2027-05-3
90111638775,Jezyk polski,76,2027-05-1
90111638775,Jezyk angielski,35,2027-05-2
90111638775,Matematyka,72,2027-05-3
97031714831,Jezyk polski,82,2027-05-1
97031714831,Jezyk angielski,71,2027-05-2
97031714831,Matematyka,86,2027-05-3
96120355603,Jezyk polski,51,2027-05-1
96120355603,Jezyk angielski,78,2027-05-2
96120355603,Matematyka,73,2027-05-3
95032730920,Jezyk polski,76,2027-05-1
95032730920,Jezyk angielski,86,2027-05-2
95032730920,Matematyka,53,2027-05-3
95011123187,Jezyk polski,60,2027-05-1
95011123187,Jezyk angielski,87,2027-05-2
95011123187,Matematyka,63,2027-05-3
94071525964,Jezyk polski,45,2027-05-1
94071525964,Jezyk angielski,50,2027-05-2
94071525964,Matematyka,84,2027-05-3
91100216615,Jezyk polski,81,2027-05-1
91100216615,Jezyk angielski,74,2027-05-2
91100216615,Matematyka,65,2027-05-3
98110136911,Jezyk polski,100,2027-05-1
98110136911,Jezyk angielski,82,2027-05-2
98110136911,Matematyka,88,2027-05-3
95121116860,Jezyk polski,98,2027-05-1
95121116860,Jezyk angielski,83,2027-05-2
95121116860,Matematyka,20,2027-05-3
95031062572,Jezyk polski,34,2027-05-1
95031062572,Jezyk angielski,43,2027-05-2
95031062572,Matematyka,77,2027-05-3
95070279793,Jezyk polski,77,2027-05-1
95070279793,Jezyk angielski,50,2027-05-2
95070279793,Matematyka,86,2027-05-3
90060530704,Jezyk polski,89,2027-05-1
90060530704,Jezyk angielski,70,2027-05-2
90060530704,Matematyka,79,2027-05-3
94062426836,Jezyk polski,60,2027-05-1
94062426836,Jezyk angielski,87,2027-05-2
94062426836,Matematyka,78,2027-05-3
92072993096,Jezyk polski,100,2027-05-1
92072993096,Jezyk angielski,77,2027-05-2
92072993096,Matematyka,38,2027-05-3
91070873166,Jezyk polski,64,2027-05-1
91070873166,Jezyk angielski,41,2027-05-2
91070873166,Matematyka,89,2027-05-3
98011089307,Jezyk polski,46,2027-05-1
98011089307,Jezyk angielski,79,2027-05-2
98011089307,Matematyka,100,2027-05-3
94091567250,Jezyk polski,89,2027-05-1
94091567250,Jezyk angielski,59,2027-05-2
94091567250,Matematyka,44,2027-05-3
99090701881,Jezyk polski,75,2027-05-1
99090701881,Jezyk angielski,72,2027-05-2
99090701881,Matematyka,87,2027-05-3
90061882763,Jezyk polski,93,2027-05-1
90061882763,Jezyk angielski,93,2027-05-2
90061882763,Matematyka,72,2027-05-3
99010271155,Jezyk polski,78,2027-05-1
99010271155,Jezyk angielski,71,2027-05-2
99010271155,Matematyka,74,2027-05-3
93063046638,Jezyk polski,53,2027-05-1
93063046638,Jezyk angielski,100,2027-05-2
93063046638,Matematyka,18,2027-05-3
91120481150,Jezyk polski,78,2027-05-1
91120481150,Jezyk angielski,72,2027-05-2
91120481150,Matematyka,31,2027-05-3
95082199678,Jezyk polski,85,2027-05-1
95082199678,Jezyk angielski,93,2027-05-2
95082199678,Matematyka,72,2027-05-3
90062769445,Jezyk polski,78,2027-05-1
90062769445,Jezyk angielski,95,2027-05-2
90062769445,Matematyka,96,2027-05-3
96111285993,Jezyk polski,82,2027-05-1
96111285993,Jezyk angielski,75,2027-05-2
96111285993,Matematyka,77,2027-05-3
92090352552,Jezyk polski,89,2027-05-1
92090352552,Jezyk angielski,70,2027-05-2
92090352552,Matematyka,75,2027-05-3
91021717121,Jezyk polski,83,2027-05-1
91021717121,Jezyk angielski,36,2027-05-2
91021717121,Matematyka,74,2027-05-3
93090497287,Jezyk polski,80,2027-05-1
93090497287,Jezyk angielski,80,2027-05-2
93090497287,Matematyka,75,2027-05-3
91021201523,Jezyk polski,90,2027-05-1
91021201523,Jezyk angielski,86,2027-05-2
91021201523,Matematyka,89,2027-05-3
97102704004,Jezyk polski,47,2027-05-1
97102704004,Jezyk angielski,17,2027-05-2
97102704004,Matematyka,86,2027-05-3
97091275244,Jezyk polski,82,2027-05-1
97091275244,Jezyk angielski,84,2027-05-2
97091275244,Matematyka,75,2027-05-3
99050245598,Jezyk polski,27,2027-05-1
99050245598,Jezyk angielski,84,2027-05-2
99050245598,Matematyka,72,2027-05-3
91060188362,Jezyk polski,70,2027-05-1
91060188362,Jezyk angielski,79,2027-05-2
91060188362,Matematyka,88,2027-05-3
90083057879,Jezyk polski,87,2027-05-1
90083057879,Jezyk angielski,57,2027-05-2
