Pesel,Przedmiot,Wynik,Data_matury
93091215170,Jezyk polski,47,2026-05-1
93091215170,Jezyk angielski,72,2026-05-2
93091215170,Matematyka,68,2026-05-3
94031655386,Jezyk polski,74,2026-05-1
94031655386,Jezyk angielski,84,2026-05-2
94031655386,Matematyka,83,2026-05-3
92102825256,Jezyk polski,89,2026-05-1
92102825256,Jezyk angielski,70,2026-05-2
92102825256,Matematyka,91,2026-05-3
96111915380,Jezyk polski,75,2026-05-1
96111915380,Jezyk angielski,55,2026-05-2
96111915380,Matematyka,57,2026-05-3
97051665078,Jezyk polski,96,2026-05-1
97051665078,Jezyk angielski,91,2026-05-2
97051665078,Matematyka,97,2026-05-3
92083017888,Jezyk polski,89,2026-05-1
92083017888,Jezyk angielski,100,2026-05-2
92083017888,Matematyka,85,2026-05-3
99041831003,Jezyk polski,54,2026-05-1
99041831003,Jezyk angielski,90,2026-05-2
99041831003,Matematyka,70,2026-05-3
95071748551,Jezyk polski,53,2026-05-1
95071748551,Jezyk angielski,86,2026-05-2
95071748551,Matematyka,51,2026-05-3
99062071550,Jezyk polski,83,2026-05-1
99062071550,Jezyk angielski,79,2026-05-2
99062071550,Matematyka,87,2026-05-3
93080714297,Jezyk polski,100,2026-05-1
93080714297,Jezyk angielski,34,2026-05-2
93080714297,Matematyka,68,2026-05-3
93012934694,Jezyk polski,87,2026-05-1
93012934694,Jezyk angielski,82,2026-05-2
93012934694,Matematyka,76,2026-05-3
92041685290,Jezyk polski,86,2026-05-1
92041685290,Jezyk angielski,79,2026-05-2
92041685290,Matematyka,76,2026-05-3
93031421085,Jezyk polski,87,2026-05-1
93031421085,Jezyk angielski,77,2026-05-2
93031421085,Matematyka,72,2026-05-3
93050512038,Jezyk polski,76,2026-05-1
93050512038,Jezyk angielski,89,2026-05-2
93050512038,Matematyka,11,2026-05-3
92082756971,Jezyk polski,90,2026-05-1
92082756971,Jezyk angielski,88,2026-05-2
92082756971,Matematyka,75,2026-05-3
91031718413,Jezyk polski,99,2026-05-1
91031718413,Jezyk angielski,72,2026-05-2
91031718413,Matematyka,60,2026-05-3
94100122854,Jezyk polski,56,2026-05-1
94100122854,Jezyk angielski,76,2026-05-2
94100122854,Matematyka,88,2026-05-3
99022852151,Jezyk polski,54,2026-05-1
99022852151,Jezyk angielski,92,2026-05-2
99022852151,Matematyka,76,2026-05-3
95043048793,Jezyk polski,83,2026-05-1
95043048793,Jezyk angielski,82,2026-05-2
95043048793,Matematyka,94,2026-05-3
98101527229,Jezyk polski,100,2026-05-1
98101527229,Jezyk angielski,86,2026-05-2
98101527229,Matematyka,89,2026-05-3
93083143559,Jezyk polski,83,2026-05-1
93083143559,Jezyk angielski,70,2026-05-2
93083143559,Matematyka,71,2026-05-3
94032823807,Jezyk polski,97,2026-05-1
94032823807,Jezyk angielski,76,2026-05-2
94032823807,Matematyka,73,2026-05-3
93042547664,Jezyk polski,83,2026-05-1
93042547664,Jezyk angielski,87,2026-05-2
93042547664,Matematyka,76,2026-05-3
95092140293,Jezyk polski,85,2026-05-1
95092140293,Jezyk angielski,72,2026-05-2
95092140293,Matematyka,75,2026-05-3
93092292439,Jezyk polski,95,2026-05-1
93092292439,Jezyk angielski,86,2026-05-2
93092292439,Matematyka,99,2026-05-3
99081091191,Jezyk polski,71,2026-05-1
99081091191,Jezyk angielski,83,2026-05-2
99081091191,Matematyka,61,2026-05-3
91051908706,Jezyk polski,99,2026-05-1
91051908706,Jezyk angielski,81,2026-05-2
91051908706,Matematyka,52,2026-05-3
91121091901,Jezyk polski,98,2026-05-1
91121091901,Jezyk angielski,32,2026-05-2
91121091901,Matematyka,70,2026-05-3
94040244836,Jezyk polski,79,2026-05-1
94040244836,Jezyk angielski,75,2026-05-2
94040244836,Matematyka,78,2026-05-3
97021794858,Jezyk polski,75,2026-05-1
97021794858,Jezyk angielski,76,2026-05-2
97021794858,Matematyka,61,2026-05-3
92012541514,Jezyk polski,76,2026-05-1
92012541514,Jezyk angielski,40,2026-05-2
92012541514,Matematyka,87,2026-05-3
90102759708,Jezyk polski,78,2026-05-1
90102759708,Jezyk angielski,84,2026-05-2
90102759708,Matematyka,83,2026-05-3
96081215590,Jezyk polski,40,2026-05-1
96081215590,Jezyk angielski,78,2026-05-2
96081215590,Matematyka,71,2026-05-3
96021692401,Jezyk polski,81,2026-05-1
96021692401,Jezyk angielski,80,2026-05-2
96021692401,Matematyka,72,2026-05-3
99061527328,Jezyk polski,58,2026-05-1
99061527328,Jezyk angielski,77,2026-05-2
99061527328,Matematyka,86,2026-05-3
93060309435,Jezyk polski,31,2026-05-1
93060309435,Jezyk angielski,92,2026-05-2
93060309435,Matematyka,80,2026-05-3
97041513783,Jezyk polski,82,2026-05-1
97041513783,Jezyk angielski,93,2026-05-2
97041513783,Matematyka,53,2026-05-3
99070795866,Jezyk polski,18,2026-05-1
99070795866,Jezyk angielski,33,2026-05-2
99070795866,Matematyka,84,2026-05-3
96041802493,Jezyk polski,80,2026-05-1
96041802493,Jezyk angielski,77,2026-05-2
96041802493,Matematyka,93,2026-05-3
91032792410,Jezyk polski,84,2026-05-1
91032792410,Jezyk angielski,85,2026-05-2
91032792410,Matematyka,41,2026-05-3
95121988838,Jezyk polski,86,2026-05-1
95121988838,Jezyk angielski,81,2026-05-2
95121988838,Matematyka,100,2026-05-3
94061510279,Jezyk polski,73,2026-05-1
94061510279,Jezyk angielski,41,2026-05-2
94061510279,Matematyka,74,2026-05-3
94012263980,Jezyk polski,89,2026-05-1
94012263980,Jezyk angielski,95,2026-05-2
94012263980,Matematyka,89,2026-05-3
92122670520,Jezyk polski,85,2026-05-1
92122670520,Jezyk angielski,89,2026-05-2
92122670520,Matematyka,82,2026-05-3
97051697338,Jezyk polski,78,2026-05-1
97051697338,Jezyk angielski,99,2026-05-2
97051697338,Matematyka,71,2026-05-3
97041643154,Jezyk polski,34,2026-05-1
97041643154,Jezyk angielski,82,2026-05-2
97041643154,Matematyka,83,2026-05-3
95122542732,Jezyk polski,99,2026-05-1
95122542732,Jezyk angielski,97,2026-05-2
95122542732,Matematyka,74,2026-05-3
93072141229,Jezyk polski,82,2026-05-1
93072141229,Jezyk angielski,80,2026-05-2
93072141229,Matematyka,66,2026-05-3
99121936877,Jezyk polski,88,2026-05-1
99121936877,Jezyk angielski,88,2026-05-2
99121936877,Matematyka,74,2026-05-3
95062973663,Jezyk polski,88,2026-05-1
95062973663,Jezyk angielski,86,2026-05-2
95062973663,Matematyka,85,2026-05-3
90091588860,Jezyk polski,99,2026-05-1
90091588860,Jezyk angielski,87,2026-05-2
90091588860,Matematyka,69,2026-05-3
93053044062,Jezyk polski,78,2026-05-1
93053044062,Jezyk angielski,85,2026-05-2
93053044062,Matematyka,70,2026-05-3
91031814850,Jezyk polski,87,2026-05-1
91031814850,Jezyk angielski,100,2026-05-2
91031814850,Matematyka,34,2026-05-3
97031226442,Jezyk polski,88,2026-05-1
97031226442,Jezyk angielski,77,2026-05-2
97031226442,Matematyka,54,2026-05-3
99070919242,Jezyk polski,81,2026-05-1
99070919242,Jezyk angielski,72,2026-05-2
99070919242,Matematyka,86,2026-05-3
99041268410,Jezyk polski,96,2026-05-1
99041268410,Jezyk angielski,72,2026-05-2
99041268410,Matematyka,83,2026-05-3
99072940868,Jezyk polski,83,2026-05-1
99072940868,Jezyk angielski,71,2026-05-2
99072940868,Matematyka,83,2026-05-3
94092564195,Jezyk polski,83,2026-05-1
94092564195,Jezyk angielski,89,2026-05-2
94092564195,Matematyka,33,2026-05-3
93051326313,Jezyk polski,83,2026-05-1
93051326313,Jezyk angielski,89,2026-05-2
93051326313,Matematyka,76,2026-05-3
95042911241,Jezyk polski,90,2026-05-1
95042911241,Jezyk angielski,54,2026-05-2
95042911241,Matematyka,80,2026-05-3
90060118142,Jezyk polski,77,2026-05-1
90060118142,Jezyk angielski,97,2026-05-2
90060118142,Matematyka,54,2026-05-3
97120644102,Jezyk polski,56,2026-05-1
97120644102,Jezyk angielski,88,2026-05-2
97120644102,Matematyka,97,2026-05-3
93111717677,Jezyk polski,90,2026-05-1
93111717677,Jezyk angielski,71,2026-05-2
93111717677,Matematyka,77,2026-05-3
99060364287,Jezyk polski,100,2026-05-1
99060364287,Jezyk angielski,88,2026-05-2
99060364287,Matematyka,100,2026-05-3
99070721779,Jezyk polski,77,2026-05-1
99070721779,Jezyk angielski,78,2026-05-2
99070721779,Matematyka,100,2026-05-3
93110387169,Jezyk polski,99,2026-05-1
93110387169,Jezyk angielski,46,2026-05-2
93110387169,Matematyka,52,2026-05-3
96100857516,Jezyk polski,89,2026-05-1
96100857516,Jezyk angielski,80,2026-05-2
96100857516,Matematyka,87,2026-05-3
95120294242,Jezyk polski,92,2026-05-1
95120294242,Jezyk angielski,22,2026-05-2
95120294242,Matematyka,72,2026-05-3
91011561354,Jezyk polski,95,2026-05-1
91011561354,Jezyk angielski,82,2026-05-2
91011561354,Matematyka,56,2026-05-3
97020580131,Jezyk polski,65,2026-05-1
97020580131,Jezyk angielski,88,2026-05-2
97020580131,Matematyka,51,2026-05-3
93092710537,Jezyk polski,54,2026-05-1
93092710537,Jezyk angielski,54,2026-05-2
93092710537,Matematyka,78,2026-05-3
95032816750,Jezyk polski,100,2026-05-1
95032816750,Jezyk angielski,16,2026-05-2
95032816750,Matematyka,100,2026-05-3
96032324951,Jezyk polski,92,2026-05-1
96032324951,Jezyk angielski,98,2026-05-2
96032324951,Matematyka,89,2026-05-3
92012695299,Jezyk polski,61,2026-05-1
92012695299,Jezyk angielski,74,2026-05-2
92012695299,Matematyka,46,2026-05-3
94011491289,Jezyk polski,93,2026-05-1
94011491289,Jezyk angielski,94,2026-05-2
94011491289,Matematyka,40,2026-05-3
99120588877,Jezyk polski,74,2026-05-1
99120588877,Jezyk angielski,76,2026-05-2
99120588877,Matematyka,35,2026-05-3
94111761758,Jezyk polski,81,2026-05-1
94111761758,Jezyk angielski,58,2026-05-2
94111761758,Matematyka,96,2026-05-3
95032023617,Jezyk polski,36,2026-05-1
95032023617,Jezyk angielski,87,2026-05-2
95032023617,Matematyka,92,2026-05-3
99051962209,Jezyk polski,81,2026-05-1
99051962209,Jezyk angielski,85,2026-05-2
99051962209,Matematyka,82,2026-05-3
98093082856,Jezyk polski,94,2026-05-1
98093082856,Jezyk angielski,74,2026-05-2
98093082856,Matematyka,79,2026-05-3
92021603544,Jezyk polski,84,2026-05-1
92021603544,Jezyk angielski,73,2026-05-2
92021603544,Matematyka,87,2026-05-3
94102904564,Jezyk polski,87,2026-05-1
94102904564,Jezyk angielski,92,2026-05-2
94102904564,Matematyka,92,2026-05-3
95050206230,Jezyk polski,92,2026-05-1
95050206230,Jezyk angielski,32,2026-05-2
95050206230,Matematyka,51,2026-05-3
90081151964,Jezyk polski,70,2026-05-1
90081151964,Jezyk angielski,97,2026-05-2
90081151964,Matematyka,79,2026-05-3
98072102339,Jezyk polski,78,2026-05-1
98072102339,Jezyk angielski,76,2026-05-2
98072102339,Matematyka,98,2026-05-3
92120328364,Jezyk polski,80,2026-05-1
92120328364,Jezyk angielski,98,2026-05-2
92120328364,Matematyka,86,2026-05-3
97122182433,Jezyk polski,54,2026-05-1
97122182433,Jezyk angielski,81,2026-05-2
97122182433,Matematyka,100,2026-05-3
97102139914,Jezyk polski,16,2026-05-1
97102139914,Jezyk angielski,33,2026-05-2
97102139914,Matematyka,51,2026-05-3
94050626718,Jezyk polski,83,2026-05-1
94050626718,Jezyk angielski,86,2026-05-2
94050626718,Matematyka,74,2026-05-3
98072418520,Jezyk polski,78,2026-05-1
98072418520,Jezyk angielski,83,2026-05-2
98072418520,Matematyka,77,2026-05-3
96112927827,Jezyk polski,37,2026-05-1
96112927827,Jezyk angielski,78,2026-05-2
96112927827,Matematyka,70,2026-05-3
92021342902,Jezyk polski,68,2026-05-1
92021342902,Jezyk angielski,72,2026-05-2
92021342902,Matematyka,76,2026-05-3
90011923225,Jezyk polski,69,2026-05-1
90011923225,Jezyk angielski,75,2026-05-2
90011923225,Matematyka,87,2026-05-3
96031974690,Jezyk polski,76,2026-05-1
96031974690,Jezyk angielski,81,2026-05-2
96031974690,Matematyka,74,2026-05-3
97111385546,Jezyk polski,81,2026-05-1
97111385546,Jezyk angielski,86,2026-05-2
97111385546,Matematyka,88,2026-05-3
94071312247,Jezyk polski,98,2026-05-1
94071312247,Jezyk angielski,51,2026-05-2
94071312247,Matematyka,80,2026-05-3
96052682820,Jezyk polski,74,2026-05-1
96052682820,Jezyk angielski,11,2026-05-2
96052682820,Matematyka,80,2026-05-3
93051848262,Jezyk polski,78,2026-05-1
93051848262,Jezyk angielski,96,2026-05-2
93051848262,Matematyka,71,2026-05-3
91081387663,Jezyk polski,89,2026-05-1
91081387663,Jezyk angielski,98,2026-05-2
91081387663,Matematyka,82,2026-05-3
91080348090,Jezyk polski,81,2026-05-1
91080348090,Jezyk angielski,72,2026-05-2
91080348090,Matematyka,70,2026-05-3
90123034464,Jezyk polski,95,2026-05-1
90123034464,Jezyk angielski,81,2026-05-2
90123034464,Matematyka,72,2026-05-3
96053139413,Jezyk polski,89,2026-05-1
96053139413,Jezyk angielski,99,2026-05-2
96053139413,Matematyka,70,2026-05-3
95082110729,Jezyk polski,82,2026-05-1
95082110729,Jezyk angielski,79,2026-05-2
95082110729,Matematyka,79,2026-05-3
91060622400,Jezyk polski,13,2026-05-1
91060622400,Jezyk angielski,22,2026-05-2
91060622400,Matematyka,36,2026-05-3
94090545680,Jezyk polski,91,2026-05-1
94090545680,Jezyk angielski,76,2026-05-2
94090545680,Matematyka,77,2026-05-3
97111372250,Jezyk polski,86,2026-05-1
97111372250,Jezyk angielski,33,2026-05-2
97111372250,Matematyka,100,2026-05-3
97040845090,Jezyk polski,36,2026-05-1
97040845090,Jezyk angielski,68,2026-05-2
97040845090,Matematyka,75,2026-05-3
90072803197,Jezyk polski,72,2026-05-1
90072803197,Jezyk angielski,79,2026-05-2
90072803197,Matematyka,96,2026-05-3
92070854656,Jezyk polski,80,2026-05-1
92070854656,Jezyk angielski,87,2026-05-2
92070854656,Matematyka,31,2026-05-3
91101047245,Jezyk polski,76,2026-05-1
91101047245,Jezyk angielski,36,2026-05-2
91101047245,Matematyka,97,2026-05-3
94052867157,Jezyk polski,75,2026-05-1
94052867157,Jezyk angielski,79,2026-05-2
94052867157,Matematyka,70,2026-05-3
91081643477,Jezyk polski,77,2026-05-1
91081643477,Jezyk angielski,81,2026-05-2
91081643477,Matematyka,97,2026-05-3
97111570696,Jezyk polski,48,2026-05-1
97111570696,Jezyk angielski,89,2026-05-2
97111570696,Matematyka,89,2026-05-3
91021536009,Jezyk polski,80,2026-05-1
91021536009,Jezyk angielski,75,2026-05-2
91021536009,Matematyka,100,2026-05-3
97082224413,Jezyk polski,44,2026-05-1
97082224413,Jezyk angielski,78,2026-05-2
97082224413,Matematyka,47,2026-05-3
99060901301,Jezyk polski,48,2026-05-1
99060901301,Jezyk angielski,85,2026-05-2
99060901301,Matematyka,100,2026-05-3
91101717122,Jezyk polski,91,2026-05-1
91101717122,Jezyk angielski,70,2026-05-2
91101717122,Matematyka,77,2026-05-3
98022012132,Jezyk polski,87,2026-05-1
98022012132,Jezyk angielski,79,2026-05-2
98022012132,Matematyka,100,2026-05-3
92053155769,Jezyk polski,30,2026-05-1
92053155769,Jezyk angielski,86,2026-05-2
92053155769,Matematyka,83,2026-05-3
92120445326,Jezyk polski,72,2026-05-1
92120445326,Jezyk angielski,52,2026-05-2
92120445326,Matematyka,76,2026-05-3
91042169783,Jezyk polski,43,2026-05-1
91042169783,Jezyk angielski,82,2026-05-2
91042169783,Matematyka,74,2026-05-3
97122854527,Jezyk polski,79,2026-05-1
97122854527,Jezyk angielski,36,2026-05-2
97122854527,Matematyka,87,2026-05-3
91011279217,Jezyk polski,88,2026-05-1
91011279217,Jezyk angielski,76,2026-05-2
91011279217,Matematyka,70,2026-05-3
92092412012,Jezyk polski,41,2026-05-1
92092412012,Jezyk angielski,75,2026-05-2
92092412012,Matematyka,76,2026-05-3
93021661691,Jezyk polski,81,2026-05-1
93021661691,Jezyk angielski,81,2026-05-2
93021661691,Matematyka,77,2026-05-3
98091651591,Jezyk polski,38,2026-05-1
98091651591,Jezyk angielski,82,2026-05-2
98091651591,Matematyka,78,2026-05-3
97082526928,Jezyk polski,83,2026-05-1
97082526928,Jezyk angielski,81,2026-05-2
97082526928,Matematyka,57,2026-05-3
95053140571,Jezyk polski,76,2026-05-1
95053140571,Jezyk angielski,77,2026-05-2
95053140571,Matematyka,71,2026-05-3
90081564814,Jezyk polski,92,2026-05-1
90081564814,Jezyk angielski,52,2026-05-2
90081564814,Matematyka,87,2026-05-3
96062096680,Jezyk polski,81,2026-05-1
96062096680,Jezyk angielski,74,2026-05-2
96062096680,Matematyka,70,2026-05-3
93051660259,Jezyk polski,75,2026-05-1
93051660259,Jezyk angielski,70,2026-05-2
93051660259,Matematyka,48,2026-05-3
99112856270,Jezyk polski,73,2026-05-1
99112856270,Jezyk angielski,81,2026-05-2
99112856270,Matematyka,71,2026-05-3
95040175713,Jezyk polski,79,2026-05-1
95040175713,Jezyk angielski,100,2026-05-2
95040175713,Matematyka,81,2026-05-3
99121058797,Jezyk polski,83,2026-05-1
99121058797,Jezyk angielski,49,2026-05-2
99121058797,Matematyka,71,2026-05-3
95062218173,Jezyk polski,86,2026-05-1
95062218173,Jezyk angielski,87,2026-05-2
95062218173,Matematyka,73,2026-05-3
96060945733,Jezyk polski,88,2026-05-1
96060945733,Jezyk angielski,76,2026-05-2
96060945733,Matematyka,76,2026-05-3
92011172951,Jezyk polski,97,2026-05-1
92011172951,Jezyk angielski,81,2026-05-2
92011172951,Matematyka,85,2026-05-3
94070241119,Jezyk polski,78,2026-05-1
94070241119,Jezyk angielski,73,2026-05-2
94070241119,Matematyka,83,2026-05-3
96020732111,Jezyk polski,85,2026-05-1
96020732111,Jezyk angielski,92,2026-05-2
96020732111,Matematyka,82,2026-05-3
96122091431,Jezyk polski,34,2026-05-1
96122091431,Jezyk angielski,95,2026-05-2
96122091431,Matematyka,77,2026-05-3
98052776129,Jezyk polski,91,2026-05-1
98052776129,Jezyk angielski,94,2026-05-2
98052776129,Matematyka,83,2026-05-3
96061168735,Jezyk polski,49,2026-05-1
96061168735,Jezyk angielski,98,2026-05-2
96061168735,Matematyka,62,2026-05-3
94011831180,Jezyk polski,62,2026-05-1
94011831180,Jezyk angielski,83,2026-05-2
94011831180,Matematyka,79,2026-05-3
94070756327,Jezyk polski,49,2026-05-1
94070756327,Jezyk angielski,40,2026-05-2
94070756327,Matematyka,85,2026-05-3
95012263321,Jezyk polski,76,2026-05-1
95012263321,Jezyk angielski,70,2026-05-2
95012263321,Matematyka,81,2026-05-3
99091196729,Jezyk polski,74,2026-05-1
99091196729,Jezyk angielski,98,2026-05-2
99091196729,Matematyka,89,2026-05-3
94010967725,Jezyk polski,82,2026-05-1
94010967725,Jezyk angielski,89,2026-05-2
94010967725,Matematyka,58,2026-05-3
94030539890,Jezyk polski,58,2026-05-1
94030539890,Jezyk angielski,80,2026-05-2
94030539890,Matematyka,76,2026-05-3
92010350668,Jezyk polski,71,2026-05-1
92010350668,Jezyk angielski,81,2026-05-2
92010350668,Matematyka,74,2026-05-3
90032675093,Jezyk polski,89,2026-05-1
90032675093,Jezyk angielski,72,2026-05-2
90032675093,Matematyka,71,2026-05-3
92030771351,Jezyk polski,53,2026-05-1
92030771351,Jezyk angielski,78,2026-05-2
92030771351,Matematyka,90,2026-05-3
94111871628,Jezyk polski,81,2026-05-1
94111871628,Jezyk angielski,100,2026-05-2
94111871628,Matematyka,72,2026-05-3
94022896435,Jezyk polski,74,2026-05-1
94022896435,Jezyk angielski,47,2026-05-2
94022896435,Matematyka,73,2026-05-3
99061453753,Jezyk polski,88,2026-05-1
99061453753,Jezyk angielski,98,2026-05-2
99061453753,Matematyka,74,2026-05-3
98121712708,Jezyk polski,77,2026-05-1
98121712708,Jezyk angielski,89,2026-05-2
98121712708,Matematyka,95,2026-05-3
94021671042,Jezyk polski,70,2026-05-1
94021671042,Jezyk angielski,79,2026-05-2
94021671042,Matematyka,98,2026-05-3
95040975900,Jezyk polski,47,2026-05-1
95040975900,Jezyk angielski,53,2026-05-2
95040975900,Matematyka,64,2026-05-3
96052040268,Jezyk polski,76,2026-05-1
96052040268,Jezyk angielski,80,2026-05-2
96052040268,Matematyka,34,2026-05-3
97060883320,Jezyk polski,34,2026-05-1
97060883320,Jezyk angielski,80,2026-05-2
97060883320,Matematyka,66,2026-05-3
95111486991,Jezyk polski,77,2026-05-1
95111486991,Jezyk angielski,83,2026-05-2
95111486991,Matematyka,81,2026-05-3
94033149885,Jezyk polski,89,2026-05-1
94033149885,Jezyk angielski,87,2026-05-2
94033149885,Matematyka,83,2026-05-3
90052155230,Jezyk polski,42,2026-05-1
90052155230,Jezyk angielski,83,2026-05-2
90052155230,Matematyka,95,2026-05-3
94021636151,Jezyk polski,76,2026-05-1
94021636151,Jezyk angielski,40,2026-05-2
94021636151,Matematyka,75,2026-05-3
97060299389,Jezyk polski,73,2026-05-1
97060299389,Jezyk angielski,84,2026-05-2
97060299389,Matematyka,86,2026-05-3
91112174354,Jezyk polski,30,2026-05-1
91112174354,Jezyk angielski,95,2026-05-2
91112174354,Matematyka,76,2026-05-3
90040632510,Jezyk polski,41,2026-05-1
90040632510,Jezyk angielski,86,2026-05-2
90040632510,Matematyka,76,2026-05-3
96062765887,Jezyk polski,70,2026-05-1
96062765887,Jezyk angielski,88,2026-05-2
96062765887,Matematyka,89,2026-05-3
92040876651,Jezyk polski,74,2026-05-1
92040876651,Jezyk angielski,37,2026-05-2
92040876651,Matematyka,83,2026-05-3
94030466707,Jezyk polski,88,2026-05-1
94030466707,Jezyk angielski,44,2026-05-2
94030466707,Matematyka,84,2026-05-3
90071736933,Jezyk polski,62,2026-05-1
90071736933,Jezyk angielski,83,2026-05-2
90071736933,Matematyka,79,2026-05-3
99051922306,Jezyk polski,79,2026-05-1
99051922306,Jezyk angielski,87,2026-05-2
99051922306,Matematyka,79,2026-05-3
92072790679,Jezyk polski,83,2026-05-1
92072790679,Jezyk angielski,86,2026-05-2
92072790679,Matematyka,45,2026-05-3
93081517349,Jezyk polski,86,2026-05-1
93081517349,Jezyk angielski,74,2026-05-2
93081517349,Matematyka,77,2026-05-3
95092389564,Jezyk polski,100,2026-05-1
95092389564,Jezyk angielski,79,2026-05-2
95092389564,Matematyka,100,2026-05-3
91062748537,Jezyk polski,55,2026-05-1
91062748537,Jezyk angielski,70,2026-05-2
91062748537,Matematyka,100,2026-05-3
93051614159,Jezyk polski,71,2026-05-1
93051614159,Jezyk angielski,72,2026-05-2
93051614159,Matematyka,33,2026-05-3
95031316459,Jezyk polski,23,2026-05-1
95031316459,Jezyk angielski,74,2026-05-2
95031316459,Matematyka,82,2026-05-3
97091714189,Jezyk polski,70,2026-05-1
97091714189,Jezyk angielski,77,2026-05-2
97091714189,Matematyka,89,2026-05-3
98091344651,Jezyk polski,70,2026-05-1
98091344651,Jezyk angielski,80,2026-05-2
98091344651,Matematyka,85,2026-05-3
93040177575,Jezyk polski,99,2026-05-1
93040177575,Jezyk angielski,100,2026-05-2
93040177575,Matematyka,99,2026-05-3
97091859046,Jezyk polski,86,2026-05-1
97091859046,Jezyk angielski,77,2026-05-2
97091859046,Matematyka,68,2026-05-3
99081768167,Jezyk polski,73,2026-05-1
99081768167,Jezyk angielski,96,2026-05-2
99081768167,Matematyka,93,2026-05-3
94112225952,Jezyk polski,73,2026-05-1
94112225952,Jezyk angielski,80,2026-05-2
94112225952,Matematyka,84,2026-05-3
98031544062,Jezyk polski,94,2026-05-1
98031544062,Jezyk angielski,64,2026-05-2
98031544062,Matematyka,100,2026-05-3
96060209415,Jezyk polski,83,2026-05-1
96060209415,Jezyk angielski,94,2026-05-2
96060209415,Matematyka,75,2026-05-3
91092528479,Jezyk polski,33,2026-05-1
91092528479,Jezyk angielski,72,2026-05-2
91092528479,Matematyka,31,2026-05-3
90062197464,Jezyk polski,92,2026-05-1
90062197464,Jezyk angielski,87,2026-05-2
90062197464,Matematyka,67,2026-05-3
94051305276,Jezyk polski,73,2026-05-1
94051305276,Jezyk angielski,86,2026-05-2
94051305276,Matematyka,100,2026-05-3
94020824243,Jezyk polski,50,2026-05-1
94020824243,Jezyk angielski,84,2026-05-2
94020824243,Matematyka,80,2026-05-3
97080509378,Jezyk polski,56,2026-05-1
97080509378,Jezyk angielski,76,2026-05-2
97080509378,Matematyka,78,2026-05-3
99122773017,Jezyk polski,97,2026-05-1
99122773017,Jezyk angielski,75,2026-05-2
99122773017,Matematyka,91,2026-05-3
95061915675,Jezyk polski,78,2026-05-1
95061915675,Jezyk angielski,69,2026-05-2
95061915675,Matematyka,72,2026-05-3
98062821707,Jezyk polski,87,2026-05-1
98062821707,Jezyk angielski,74,2026-05-2
98062821707,Matematyka,74,2026-05-3
93072053739,Jezyk polski,76,2026-05-1
93072053739,Jezyk angielski,61,2026-05-2
93072053739,Matematyka,95,2026-05-3
99102535776,Jezyk polski,78,2026-05-1
99102535776,Jezyk angielski,84,2026-05-2
99102535776,Matematyka,28,2026-05-3
95090756418,Jezyk polski,52,2026-05-1
95090756418,Jezyk angielski,84,2026-05-2
95090756418,Matematyka,55,2026-05-3
94111967659,Jezyk polski,17,2026-05-1
94111967659,Jezyk angielski,52,2026-05-2
94111967659,Matematyka,72,2026-05-3
94021199683,Jezyk polski,87,2026-05-1
94021199683,Jezyk angielski,73,2026-05-2
94021199683,Matematyka,93,2026-05-3
91031915476,Jezyk polski,30,2026-05-1
91031915476,Jezyk angielski,87,2026-05-2
91031915476,Matematyka,69,2026-05-3
90070181789,Jezyk polski,72,2026-05-1
90070181789,Jezyk angielski,77,2026-05-2
90070181789,Matematyka,10,2026-05-3
94122515616,Jezyk polski,94,2026-05-1
94122515616,Jezyk angielski,100,2026-05-2
94122515616,Matematyka,78,2026-05-3
95052288685,Jezyk polski,92,2026-05-1
95052288685,Jezyk angielski,75,2026-05-2
95052288685,Matematyka,42,2026-05-3
93020769819,Jezyk polski,95,2026-05-1
93020769819,Jezyk angielski,87,2026-05-2
93020769819,Matematyka,95,2026-05-3
99050857274,Jezyk polski,88,2026-05-1
99050857274,Jezyk angielski,94,2026-05-2
99050857274,Matematyka,87,2026-05-3
93080359463,Jezyk polski,88,2026-05-1
93080359463,Jezyk angielski,37,2026-05-2
93080359463,Matematyka,83,2026-05-3
98052611303,Jezyk polski,87,2026-05-1
98052611303,Jezyk angielski,95,2026-05-2
98052611303,Matematyka,83,2026-05-3
90022791732,Jezyk polski,86,2026-05-1
90022791732,Jezyk angielski,92,2026-05-2
90022791732,Matematyka,78,2026-05-3
95122710520,Jezyk polski,78,2026-05-1
95122710520,Jezyk angielski,76,2026-05-2
95122710520,Matematyka,74,2026-05-3
90071211555,Jezyk polski,88,2026-05-1
90071211555,Jezyk angielski,93,2026-05-2
90071211555,Matematyka,62,2026-05-3
99020279321,Jezyk polski,86,2026-05-1
99020279321,Jezyk angielski,83,2026-05-2
99020279321,Matematyka,99,2026-05-3
97021664135,Jezyk polski,66,2026-05-1
97021664135,Jezyk angielski,73,2026-05-2
97021664135,Matematyka,83,2026-05-3
92121423907,Jezyk polski,87,2026-05-1
92121423907,Jezyk angielski,85,2026-05-2
92121423907,Matematyka,86,2026-05-3
95040921406,Jezyk polski,29,2026-05-1
95040921406,Jezyk angielski,87,2026-05-2
95040921406,Matematyka,27,2026-05-3
95121904410,Jezyk polski,74,2026-05-1
95121904410,Jezyk angielski,23,2026-05-2
95121904410,Matematyka,100,2026-05-3
93092686223,Jezyk polski,73,2026-05-1
93092686223,Jezyk angielski,88,2026-05-2
93092686223,Matematyka,76,2026-05-3
